,pre,stop,vowel,pre_path,stop_path,vowel_path,pre_startTime,pre_endTime,stop_startTime,stop_endTime,vowel_startTime,vowel_endTime,speaker,wuid,phi_type,first_sep_frame,second_sep_frame
664,S,T,EY,4297/13009/0006/4297-13009-0006-0070.flac,4297/13009/0006/4297-13009-0006-0071.flac,4297/13009/0006/4297-13009-0006-0072.flac,5.56,5.64,5.64,5.72,5.72,5.8,4297,4297-13009-0006-0020,ST,5,10
665,S,T,AE,4297/13009/0006/4297-13009-0006-0111.flac,4297/13009/0006/4297-13009-0006-0112.flac,4297/13009/0006/4297-13009-0006-0113.flac,8.64,8.71,8.71,8.79,8.79,8.86,4297,4297-13009-0006-0028,ST,4,9
666,S,T,AW,4297/13009/0007/4297-13009-0007-0007.flac,4297/13009/0007/4297-13009-0007-0008.flac,4297/13009/0007/4297-13009-0007-0009.flac,0.75,0.82,0.82,0.88,0.88,1.01,4297,4297-13009-0007-0002,ST,4,8
667,S,T,OW,4297/13009/0007/4297-13009-0007-0131.flac,4297/13009/0007/4297-13009-0007-0132.flac,4297/13009/0007/4297-13009-0007-0133.flac,9.51,9.61,9.61,9.7,9.7,9.9,4297,4297-13009-0007-0031,ST,6,11
668,S,T,OW,4297/13009/0008/4297-13009-0008-0116.flac,4297/13009/0008/4297-13009-0008-0117.flac,4297/13009/0008/4297-13009-0008-0118.flac,8.73,8.8,8.8,8.87,8.87,8.97,4297,4297-13009-0008-0033,ST,4,8
669,S,T,AH,4297/13009/0009/4297-13009-0009-0045.flac,4297/13009/0009/4297-13009-0009-0046.flac,4297/13009/0009/4297-13009-0009-0047.flac,4.25,4.35,4.35,4.41,4.41,4.44,4297,4297-13009-0009-0015,ST,6,10
670,S,T,EY,4297/13009/0009/4297-13009-0009-0147.flac,4297/13009/0009/4297-13009-0009-0148.flac,4297/13009/0009/4297-13009-0009-0149.flac,12.54,12.6,12.6,12.68,12.68,12.76,4297,4297-13009-0009-0044,ST,3,8
671,S,T,AH,4297/13009/0010/4297-13009-0010-0067.flac,4297/13009/0010/4297-13009-0010-0068.flac,4297/13009/0010/4297-13009-0010-0069.flac,4.97,5.05,5.05,5.11,5.11,5.15,4297,4297-13009-0010-0020,ST,5,8
672,S,T,ER,4297/13009/0010/4297-13009-0010-0095.flac,4297/13009/0010/4297-13009-0010-0096.flac,4297/13009/0010/4297-13009-0010-0097.flac,9.15,9.22,9.22,9.3,9.3,9.35,4297,4297-13009-0010-0029,ST,4,9
673,S,T,ER,4297/13009/0010/4297-13009-0010-0108.flac,4297/13009/0010/4297-13009-0010-0109.flac,4297/13009/0010/4297-13009-0010-0110.flac,9.96,10.02,10.02,10.12,10.12,10.18,4297,4297-13009-0010-0032,ST,3,9
674,S,T,EH,4297/13009/0011/4297-13009-0011-0053.flac,4297/13009/0011/4297-13009-0011-0054.flac,4297/13009/0011/4297-13009-0011-0055.flac,3.88,3.96,3.96,4.03,4.03,4.07,4297,4297-13009-0011-0018,ST,5,9
675,S,T,ER,4297/13009/0013/4297-13009-0013-0034.flac,4297/13009/0013/4297-13009-0013-0035.flac,4297/13009/0013/4297-13009-0013-0036.flac,2.64,2.72,2.72,2.79,2.79,2.82,4297,4297-13009-0013-0010,ST,5,9
676,S,T,IH,4297/13009/0015/4297-13009-0015-0120.flac,4297/13009/0015/4297-13009-0015-0121.flac,4297/13009/0015/4297-13009-0015-0122.flac,10.63,10.8,10.8,10.87,10.87,10.96,4297,4297-13009-0015-0033,ST,10,14
677,S,K,IY,4297/13009/0016/4297-13009-0016-0092.flac,4297/13009/0016/4297-13009-0016-0093.flac,4297/13009/0016/4297-13009-0016-0094.flac,6.95,7.04,7.04,7.13,7.13,7.24,4297,4297-13009-0016-0023,ST,5,11
678,S,P,EH,4297/13009/0019/4297-13009-0019-0054.flac,4297/13009/0019/4297-13009-0019-0055.flac,4297/13009/0019/4297-13009-0019-0056.flac,4.19,4.3,4.3,4.38,4.38,4.42,4297,4297-13009-0019-0010,ST,6,11
679,S,P,AA,4297/13009/0019/4297-13009-0019-0124.flac,4297/13009/0019/4297-13009-0019-0125.flac,4297/13009/0019/4297-13009-0019-0126.flac,10.06,10.16,10.16,10.25,10.25,10.3,4297,4297-13009-0019-0026,ST,6,11
680,S,P,OW,4297/13009/0020/4297-13009-0020-0074.flac,4297/13009/0020/4297-13009-0020-0075.flac,4297/13009/0020/4297-13009-0020-0076.flac,6.7,6.76,6.76,6.84,6.84,6.92,4297,4297-13009-0020-0017,ST,3,8
681,S,T,AH,4297/13009/0022/4297-13009-0022-0062.flac,4297/13009/0022/4297-13009-0022-0063.flac,4297/13009/0022/4297-13009-0022-0064.flac,4.88,4.95,4.95,5.01,5.01,5.06,4297,4297-13009-0022-0019,ST,4,8
682,S,P,IH,4297/13009/0022/4297-13009-0022-0133.flac,4297/13009/0022/4297-13009-0022-0134.flac,4297/13009/0022/4297-13009-0022-0135.flac,11.3,11.41,11.41,11.47,11.47,11.51,4297,4297-13009-0022-0035,ST,6,10
683,S,P,EH,4297/13009/0024/4297-13009-0024-0022.flac,4297/13009/0024/4297-13009-0024-0023.flac,4297/13009/0024/4297-13009-0024-0024.flac,1.59,1.66,1.66,1.72,1.72,1.79,4297,4297-13009-0024-0007,ST,4,8
684,S,T,ER,4297/13009/0024/4297-13009-0024-0091.flac,4297/13009/0024/4297-13009-0024-0092.flac,4297/13009/0024/4297-13009-0024-0093.flac,8.34,8.4,8.4,8.48,8.48,8.52,4297,4297-13009-0024-0027,ST,3,8
685,S,T,ER,4297/13009/0024/4297-13009-0024-0180.flac,4297/13009/0024/4297-13009-0024-0181.flac,4297/13009/0024/4297-13009-0024-0182.flac,14.55,14.62,14.62,14.7,14.7,14.75,4297,4297-13009-0024-0048,ST,4,9
686,S,T,ER,4297/13009/0025/4297-13009-0025-0069.flac,4297/13009/0025/4297-13009-0025-0070.flac,4297/13009/0025/4297-13009-0025-0071.flac,6.38,6.44,6.44,6.52,6.52,6.58,4297,4297-13009-0025-0020,ST,3,8
687,S,P,IY,4297/13009/0025/4297-13009-0025-0122.flac,4297/13009/0025/4297-13009-0025-0123.flac,4297/13009/0025/4297-13009-0025-0124.flac,11.01,11.09,11.09,11.15,11.15,11.22,4297,4297-13009-0025-0033,ST,5,8
688,S,T,ER,4297/13009/0026/4297-13009-0026-0050.flac,4297/13009/0026/4297-13009-0026-0051.flac,4297/13009/0026/4297-13009-0026-0052.flac,3.69,3.77,3.77,3.87,3.87,4.06,4297,4297-13009-0026-0013,ST,5,11
689,S,T,ER,4297/13009/0026/4297-13009-0026-0098.flac,4297/13009/0026/4297-13009-0026-0099.flac,4297/13009/0026/4297-13009-0026-0100.flac,9.11,9.19,9.19,9.28,9.28,9.31,4297,4297-13009-0026-0027,ST,5,10
690,S,T,ER,4297/13009/0027/4297-13009-0027-0048.flac,4297/13009/0027/4297-13009-0027-0049.flac,4297/13009/0027/4297-13009-0027-0050.flac,5.21,5.27,5.27,5.35,5.35,5.4,4297,4297-13009-0027-0013,ST,3,8
691,S,T,ER,4297/13009/0027/4297-13009-0027-0060.flac,4297/13009/0027/4297-13009-0027-0061.flac,4297/13009/0027/4297-13009-0027-0062.flac,5.99,6.05,6.05,6.13,6.13,6.18,4297,4297-13009-0027-0016,ST,3,8
692,S,T,IH,4297/13009/0028/4297-13009-0028-0027.flac,4297/13009/0028/4297-13009-0028-0028.flac,4297/13009/0028/4297-13009-0028-0029.flac,2.83,2.92,2.92,3.01,3.01,3.06,4297,4297-13009-0028-0007,ST,5,11
693,S,T,EY,4297/13009/0030/4297-13009-0030-0020.flac,4297/13009/0030/4297-13009-0030-0021.flac,4297/13009/0030/4297-13009-0030-0022.flac,1.75,1.84,1.84,1.92,1.92,2.01,4297,4297-13009-0030-0005,ST,5,10
694,S,T,ER,4297/13009/0032/4297-13009-0032-0098.flac,4297/13009/0032/4297-13009-0032-0099.flac,4297/13009/0032/4297-13009-0032-0100.flac,9.45,9.5,9.5,9.6,9.6,9.65,4297,4297-13009-0032-0030,ST,3,9
695,S,T,ER,4297/13009/0033/4297-13009-0033-0006.flac,4297/13009/0033/4297-13009-0033-0007.flac,4297/13009/0033/4297-13009-0033-0008.flac,0.5,0.57,0.57,0.67,0.67,0.71,4297,4297-13009-0033-0001,ST,4,10
696,S,T,ER,4297/13009/0034/4297-13009-0034-0029.flac,4297/13009/0034/4297-13009-0034-0030.flac,4297/13009/0034/4297-13009-0034-0031.flac,2.58,2.66,2.66,2.75,2.75,2.79,4297,4297-13009-0034-0008,ST,5,10
697,S,T,ER,4297/13009/0035/4297-13009-0035-0139.flac,4297/13009/0035/4297-13009-0035-0140.flac,4297/13009/0035/4297-13009-0035-0141.flac,11.23,11.32,11.32,11.41,11.41,11.58,4297,4297-13009-0035-0038,ST,5,11
698,S,T,AE,4297/13009/0037/4297-13009-0037-0052.flac,4297/13009/0037/4297-13009-0037-0053.flac,4297/13009/0037/4297-13009-0037-0054.flac,4.42,4.52,4.52,4.59,4.59,4.69,4297,4297-13009-0037-0014,ST,6,10
699,S,P,AY,4297/13009/0037/4297-13009-0037-0076.flac,4297/13009/0037/4297-13009-0037-0077.flac,4297/13009/0037/4297-13009-0037-0078.flac,7.57,7.66,7.66,7.73,7.73,7.81,4297,4297-13009-0037-0020,ST,5,10
700,S,P,OW,4297/13009/0037/4297-13009-0037-0159.flac,4297/13009/0037/4297-13009-0037-0160.flac,4297/13009/0037/4297-13009-0037-0161.flac,14.07,14.18,14.18,14.26,14.26,14.35,4297,4297-13009-0037-0041,ST,6,11
701,S,T,ER,4297/13009/0043/4297-13009-0043-0116.flac,4297/13009/0043/4297-13009-0043-0117.flac,4297/13009/0043/4297-13009-0043-0118.flac,9.96,10.05,10.05,10.14,10.14,10.21,4297,4297-13009-0043-0036,ST,5,11
702,S,T,IH,4297/13009/0048/4297-13009-0048-0016.flac,4297/13009/0048/4297-13009-0048-0017.flac,4297/13009/0048/4297-13009-0048-0018.flac,1.8,1.85,1.85,1.92,1.92,1.96,4297,4297-13009-0048-0006,ST,3,7
703,S,P,OW,4297/13009/0048/4297-13009-0048-0056.flac,4297/13009/0048/4297-13009-0048-0057.flac,4297/13009/0048/4297-13009-0048-0058.flac,4.22,4.32,4.32,4.39,4.39,4.45,4297,4297-13009-0048-0017,ST,6,10
704,S,T,IH,4297/13009/0048/4297-13009-0048-0138.flac,4297/13009/0048/4297-13009-0048-0139.flac,4297/13009/0048/4297-13009-0048-0140.flac,11.02,11.11,11.11,11.17,11.17,11.21,4297,4297-13009-0048-0041,ST,5,9
705,S,T,AH,4297/13009/0051/4297-13009-0051-0015.flac,4297/13009/0051/4297-13009-0051-0016.flac,4297/13009/0051/4297-13009-0051-0017.flac,1.31,1.38,1.38,1.45,1.45,1.48,4297,4297-13009-0051-0005,ST,4,8
706,S,T,ER,4297/13009/0053/4297-13009-0053-0003.flac,4297/13009/0053/4297-13009-0053-0004.flac,4297/13009/0053/4297-13009-0053-0005.flac,0.61,0.67,0.67,0.73,0.73,0.78,4297,4297-13009-0053-0000,ST,3,7
707,S,T,IH,4297/13009/0054/4297-13009-0054-0104.flac,4297/13009/0054/4297-13009-0054-0105.flac,4297/13009/0054/4297-13009-0054-0106.flac,10.37,10.42,10.42,10.49,10.49,10.54,4297,4297-13009-0054-0028,ST,3,7
708,S,P,EH,4297/13009/0057/4297-13009-0057-0126.flac,4297/13009/0057/4297-13009-0057-0127.flac,4297/13009/0057/4297-13009-0057-0128.flac,13.45,13.56,13.56,13.63,13.63,13.71,4297,4297-13009-0057-0036,ST,6,11
709,S,T,EY,4297/13009/0058/4297-13009-0058-0084.flac,4297/13009/0058/4297-13009-0058-0085.flac,4297/13009/0058/4297-13009-0058-0086.flac,9.32,9.38,9.38,9.46,9.46,9.54,4297,4297-13009-0058-0024,ST,3,8
710,S,T,IH,4297/13009/0062/4297-13009-0062-0097.flac,4297/13009/0062/4297-13009-0062-0098.flac,4297/13009/0062/4297-13009-0062-0099.flac,9.04,9.1,9.1,9.17,9.17,9.21,4297,4297-13009-0062-0033,ST,3,8
711,S,T,ER,4297/13009/0062/4297-13009-0062-0116.flac,4297/13009/0062/4297-13009-0062-0117.flac,4297/13009/0062/4297-13009-0062-0118.flac,10.2,10.27,10.27,10.36,10.36,10.46,4297,4297-13009-0062-0038,ST,4,10
712,S,T,IH,4297/13009/0062/4297-13009-0062-0127.flac,4297/13009/0062/4297-13009-0062-0128.flac,4297/13009/0062/4297-13009-0062-0129.flac,11.07,11.18,11.18,11.26,11.26,11.33,4297,4297-13009-0062-0040,ST,6,11
713,S,P,AH,4297/13009/0064/4297-13009-0064-0027.flac,4297/13009/0064/4297-13009-0064-0028.flac,4297/13009/0064/4297-13009-0064-0029.flac,1.88,1.98,1.98,2.03,2.03,2.08,4297,4297-13009-0064-0005,ST,6,9
714,S,P,EH,4297/13009/0064/4297-13009-0064-0067.flac,4297/13009/0064/4297-13009-0064-0068.flac,4297/13009/0064/4297-13009-0064-0069.flac,5.27,5.32,5.32,5.4,5.4,5.44,4297,4297-13009-0064-0012,ST,3,8
715,S,K,AO,4297/13009/0065/4297-13009-0065-0025.flac,4297/13009/0065/4297-13009-0065-0026.flac,4297/13009/0065/4297-13009-0065-0027.flac,1.94,2.04,2.04,2.11,2.11,2.21,4297,4297-13009-0065-0007,ST,6,10
716,S,T,EH,4297/13009/0065/4297-13009-0065-0135.flac,4297/13009/0065/4297-13009-0065-0136.flac,4297/13009/0065/4297-13009-0065-0137.flac,11.33,11.42,11.42,11.5,11.5,11.57,4297,4297-13009-0065-0040,ST,5,10
717,S,T,AE,4481/17498/0000/4481-17498-0000-0139.flac,4481/17498/0000/4481-17498-0000-0140.flac,4481/17498/0000/4481-17498-0000-0141.flac,11.53,11.59,11.59,11.67,11.67,11.76,4481,4481-17498-0000-0040,ST,3,8
718,S,T,AO,4481/17498/0003/4481-17498-0003-0097.flac,4481/17498/0003/4481-17498-0003-0098.flac,4481/17498/0003/4481-17498-0003-0099.flac,7.84,7.94,7.94,8.0,8.0,8.08,4481,4481-17498-0003-0021,ST,6,10
719,S,T,AH,4481/17498/0004/4481-17498-0004-0109.flac,4481/17498/0004/4481-17498-0004-0110.flac,4481/17498/0004/4481-17498-0004-0111.flac,9.25,9.32,9.32,9.39,9.39,9.46,4481,4481-17498-0004-0030,ST,4,8
720,S,T,AO,4481/17498/0004/4481-17498-0004-0144.flac,4481/17498/0004/4481-17498-0004-0145.flac,4481/17498/0004/4481-17498-0004-0146.flac,11.87,11.98,11.98,12.06,12.06,12.16,4481,4481-17498-0004-0038,ST,6,11
721,S,T,ER,4481/17498/0004/4481-17498-0004-0155.flac,4481/17498/0004/4481-17498-0004-0156.flac,4481/17498/0004/4481-17498-0004-0157.flac,13.03,13.11,13.11,13.19,13.19,13.26,4481,4481-17498-0004-0040,ST,5,10
722,S,T,EY,4481/17498/0005/4481-17498-0005-0067.flac,4481/17498/0005/4481-17498-0005-0068.flac,4481/17498/0005/4481-17498-0005-0069.flac,4.95,5.0,5.0,5.07,5.07,5.19,4481,4481-17498-0005-0016,ST,3,7
723,S,P,EH,4481/17498/0006/4481-17498-0006-0072.flac,4481/17498/0006/4481-17498-0006-0073.flac,4481/17498/0006/4481-17498-0006-0074.flac,5.83,5.94,5.94,6.0,6.0,6.11,4481,4481-17498-0006-0015,ST,6,10
724,S,P,AA,4481/17498/0006/4481-17498-0006-0152.flac,4481/17498/0006/4481-17498-0006-0153.flac,4481/17498/0006/4481-17498-0006-0154.flac,12.62,12.68,12.68,12.74,12.74,12.86,4481,4481-17498-0006-0034,ST,3,7
725,S,P,IH,4481/17498/0007/4481-17498-0007-0106.flac,4481/17498/0007/4481-17498-0007-0107.flac,4481/17498/0007/4481-17498-0007-0108.flac,9.32,9.41,9.41,9.46,9.46,9.54,4481,4481-17498-0007-0030,ST,5,8
726,S,T,IH,4481/17498/0007/4481-17498-0007-0149.flac,4481/17498/0007/4481-17498-0007-0150.flac,4481/17498/0007/4481-17498-0007-0151.flac,12.23,12.32,12.32,12.39,12.39,12.44,4481,4481-17498-0007-0038,ST,5,10
727,S,T,AA,4481/17498/0008/4481-17498-0008-0010.flac,4481/17498/0008/4481-17498-0008-0011.flac,4481/17498/0008/4481-17498-0008-0012.flac,1.48,1.6,1.6,1.67,1.67,1.81,4481,4481-17498-0008-0003,ST,7,11
728,S,T,IH,4481/17498/0010/4481-17498-0010-0132.flac,4481/17498/0010/4481-17498-0010-0133.flac,4481/17498/0010/4481-17498-0010-0134.flac,12.46,12.56,12.56,12.64,12.64,12.73,4481,4481-17498-0010-0032,ST,6,11
729,S,T,EH,4481/17498/0011/4481-17498-0011-0027.flac,4481/17498/0011/4481-17498-0011-0028.flac,4481/17498/0011/4481-17498-0011-0029.flac,2.58,2.63,2.63,2.72,2.72,2.79,4481,4481-17498-0011-0006,ST,3,8
730,S,T,IH,4481/17498/0011/4481-17498-0011-0067.flac,4481/17498/0011/4481-17498-0011-0068.flac,4481/17498/0011/4481-17498-0011-0069.flac,7.15,7.33,7.33,7.39,7.39,7.44,4481,4481-17498-0011-0016,ST,11,14
731,S,T,AA,4481/17498/0012/4481-17498-0012-0091.flac,4481/17498/0012/4481-17498-0012-0092.flac,4481/17498/0012/4481-17498-0012-0093.flac,8.43,8.51,8.51,8.57,8.57,8.63,4481,4481-17498-0012-0023,ST,5,8
732,S,T,ER,4481/17498/0014/4481-17498-0014-0028.flac,4481/17498/0014/4481-17498-0014-0029.flac,4481/17498/0014/4481-17498-0014-0030.flac,2.3,2.38,2.38,2.45,2.45,2.51,4481,4481-17498-0014-0008,ST,5,9
733,S,T,AA,4481/17498/0015/4481-17498-0015-0042.flac,4481/17498/0015/4481-17498-0015-0043.flac,4481/17498/0015/4481-17498-0015-0044.flac,3.74,3.83,3.83,3.89,3.89,4.0,4481,4481-17498-0015-0010,ST,5,9
734,S,T,AA,4481/17498/0015/4481-17498-0015-0161.flac,4481/17498/0015/4481-17498-0015-0162.flac,4481/17498/0015/4481-17498-0015-0163.flac,13.84,13.91,13.91,13.98,13.98,14.1,4481,4481-17498-0015-0036,ST,4,8
735,S,T,UW,4481/17498/0016/4481-17498-0016-0015.flac,4481/17498/0016/4481-17498-0016-0016.flac,4481/17498/0016/4481-17498-0016-0017.flac,1.31,1.41,1.41,1.46,1.46,1.65,4481,4481-17498-0016-0005,ST,6,9
736,S,T,EY,4481/17498/0016/4481-17498-0016-0091.flac,4481/17498/0016/4481-17498-0016-0092.flac,4481/17498/0016/4481-17498-0016-0093.flac,8.85,9.01,9.01,9.08,9.08,9.26,4481,4481-17498-0016-0024,ST,10,14
737,S,T,AH,4481/17498/0017/4481-17498-0017-0030.flac,4481/17498/0017/4481-17498-0017-0031.flac,4481/17498/0017/4481-17498-0017-0032.flac,4.14,4.26,4.26,4.32,4.32,4.38,4481,4481-17498-0017-0008,ST,7,11
738,S,T,AA,4481/17498/0021/4481-17498-0021-0043.flac,4481/17498/0021/4481-17498-0021-0044.flac,4481/17498/0021/4481-17498-0021-0045.flac,4.46,4.56,4.56,4.63,4.63,4.74,4481,4481-17498-0021-0011,ST,6,10
739,S,T,UW,4481/17498/0022/4481-17498-0022-0066.flac,4481/17498/0022/4481-17498-0022-0067.flac,4481/17498/0022/4481-17498-0022-0068.flac,6.7,6.82,6.82,6.88,6.88,7.05,4481,4481-17498-0022-0020,ST,7,11
740,S,T,IH,4481/17498/0023/4481-17498-0023-0057.flac,4481/17498/0023/4481-17498-0023-0058.flac,4481/17498/0023/4481-17498-0023-0059.flac,4.55,4.63,4.63,4.69,4.69,4.74,4481,4481-17498-0023-0014,ST,5,8
741,S,K,AO,4481/17498/0023/4481-17498-0023-0108.flac,4481/17498/0023/4481-17498-0023-0109.flac,4481/17498/0023/4481-17498-0023-0110.flac,8.2,8.29,8.29,8.35,8.35,8.45,4481,4481-17498-0023-0026,ST,5,9
742,S,T,ER,4481/17498/0023/4481-17498-0023-0181.flac,4481/17498/0023/4481-17498-0023-0182.flac,4481/17498/0023/4481-17498-0023-0183.flac,14.59,14.68,14.68,14.75,14.75,14.87,4481,4481-17498-0023-0043,ST,5,10
743,S,P,AY,4481/17498/0024/4481-17498-0024-0017.flac,4481/17498/0024/4481-17498-0024-0018.flac,4481/17498/0024/4481-17498-0024-0019.flac,1.27,1.37,1.37,1.44,1.44,1.53,4481,4481-17498-0024-0006,ST,6,10
744,S,K,AY,4481/17498/0024/4481-17498-0024-0151.flac,4481/17498/0024/4481-17498-0024-0152.flac,4481/17498/0024/4481-17498-0024-0153.flac,13.92,13.98,13.98,14.06,14.06,14.28,4481,4481-17498-0024-0044,ST,3,8
745,S,P,EH,4481/17498/0025/4481-17498-0025-0019.flac,4481/17498/0025/4481-17498-0025-0020.flac,4481/17498/0025/4481-17498-0025-0021.flac,1.53,1.67,1.67,1.75,1.75,1.84,4481,4481-17498-0025-0005,ST,8,13
746,S,T,ER,4481/17498/0025/4481-17498-0025-0074.flac,4481/17498/0025/4481-17498-0025-0075.flac,4481/17498/0025/4481-17498-0025-0076.flac,7.27,7.37,7.37,7.45,7.45,7.57,4481,4481-17498-0025-0019,ST,6,11
747,S,T,IH,4481/17498/0025/4481-17498-0025-0122.flac,4481/17498/0025/4481-17498-0025-0123.flac,4481/17498/0025/4481-17498-0025-0124.flac,11.15,11.21,11.21,11.28,11.28,11.32,4481,4481-17498-0025-0033,ST,3,8
748,S,T,UW,4481/17498/0027/4481-17498-0027-0053.flac,4481/17498/0027/4481-17498-0027-0054.flac,4481/17498/0027/4481-17498-0027-0055.flac,4.53,4.6,4.6,4.67,4.67,4.78,4481,4481-17498-0027-0014,ST,4,8
749,S,P,IY,4481/17498/0027/4481-17498-0027-0071.flac,4481/17498/0027/4481-17498-0027-0072.flac,4481/17498/0027/4481-17498-0027-0073.flac,6.01,6.14,6.14,6.2,6.2,6.35,4481,4481-17498-0027-0017,ST,8,11
750,S,K,Y,4481/17498/0028/4481-17498-0028-0112.flac,4481/17498/0028/4481-17498-0028-0113.flac,4481/17498/0028/4481-17498-0028-0114.flac,9.05,9.15,9.15,9.22,9.22,9.27,4481,4481-17498-0028-0028,ST,6,10
751,S,P,EH,4481/17498/0029/4481-17498-0029-0045.flac,4481/17498/0029/4481-17498-0029-0046.flac,4481/17498/0029/4481-17498-0029-0047.flac,3.8,3.88,3.88,3.95,3.95,4.02,4481,4481-17498-0029-0010,ST,5,9
752,S,K,AH,4481/17498/0029/4481-17498-0029-0092.flac,4481/17498/0029/4481-17498-0029-0093.flac,4481/17498/0029/4481-17498-0029-0094.flac,8.02,8.08,8.08,8.17,8.17,8.26,4481,4481-17498-0029-0020,ST,3,9
753,S,T,EY,4481/17498/0031/4481-17498-0031-0075.flac,4481/17498/0031/4481-17498-0031-0076.flac,4481/17498/0031/4481-17498-0031-0077.flac,7.23,7.37,7.37,7.44,7.44,7.57,4481,4481-17498-0031-0025,ST,8,13
754,S,T,ER,4481/17498/0031/4481-17498-0031-0142.flac,4481/17498/0031/4481-17498-0031-0143.flac,4481/17498/0031/4481-17498-0031-0144.flac,12.84,12.9,12.9,12.98,12.98,13.02,4481,4481-17498-0031-0040,ST,3,8
755,S,T,AA,4481/17498/0032/4481-17498-0032-0068.flac,4481/17498/0032/4481-17498-0032-0069.flac,4481/17498/0032/4481-17498-0032-0070.flac,6.41,6.52,6.52,6.6,6.6,6.81,4481,4481-17498-0032-0022,ST,6,11
756,S,K,AE,4481/17498/0034/4481-17498-0034-0035.flac,4481/17498/0034/4481-17498-0034-0036.flac,4481/17498/0034/4481-17498-0034-0037.flac,2.97,3.11,3.11,3.18,3.18,3.32,4481,4481-17498-0034-0008,ST,8,13
757,S,T,EH,4481/17498/0036/4481-17498-0036-0081.flac,4481/17498/0036/4481-17498-0036-0082.flac,4481/17498/0036/4481-17498-0036-0083.flac,7.89,7.99,7.99,8.07,8.07,8.15,4481,4481-17498-0036-0023,ST,6,11
758,S,P,IY,4481/17498/0037/4481-17498-0037-0008.flac,4481/17498/0037/4481-17498-0037-0009.flac,4481/17498/0037/4481-17498-0037-0010.flac,0.87,0.95,0.95,1.0,1.0,1.12,4481,4481-17498-0037-0002,ST,4,8
759,S,P,EH,4481/17498/0037/4481-17498-0037-0143.flac,4481/17498/0037/4481-17498-0037-0144.flac,4481/17498/0037/4481-17498-0037-0145.flac,13.4,13.52,13.52,13.59,13.59,13.85,4481,4481-17498-0037-0038,ST,7,11
760,S,P,OY,4481/17498/0038/4481-17498-0038-0024.flac,4481/17498/0038/4481-17498-0038-0025.flac,4481/17498/0038/4481-17498-0038-0026.flac,1.95,2.09,2.09,2.18,2.18,2.4,4481,4481-17498-0038-0008,ST,8,14
761,S,T,ER,4481/17498/0042/4481-17498-0042-0006.flac,4481/17498/0042/4481-17498-0042-0007.flac,4481/17498/0042/4481-17498-0042-0008.flac,0.49,0.55,0.55,0.62,0.62,0.67,4481,4481-17498-0042-0001,ST,3,8
762,S,P,ER,4481/17498/0045/4481-17498-0045-0114.flac,4481/17498/0045/4481-17498-0045-0115.flac,4481/17498/0045/4481-17498-0045-0116.flac,10.53,10.62,10.62,10.7,10.7,10.85,4481,4481-17498-0045-0033,ST,5,10
763,S,T,EY,4481/17498/0047/4481-17498-0047-0040.flac,4481/17498/0047/4481-17498-0047-0041.flac,4481/17498/0047/4481-17498-0047-0042.flac,3.76,3.87,3.87,3.94,3.94,4.04,4481,4481-17498-0047-0014,ST,6,11
764,S,T,UH,4481/17498/0048/4481-17498-0048-0093.flac,4481/17498/0048/4481-17498-0048-0094.flac,4481/17498/0048/4481-17498-0048-0095.flac,7.75,7.82,7.82,7.89,7.89,7.95,4481,4481-17498-0048-0022,ST,4,8
765,S,T,ER,4481/17499/0000/4481-17499-0000-0070.flac,4481/17499/0000/4481-17499-0000-0071.flac,4481/17499/0000/4481-17499-0000-0072.flac,7.36,7.48,7.48,7.57,7.57,7.63,4481,4481-17499-0000-0020,ST,7,13
766,S,K,AE,4481/17499/0001/4481-17499-0001-0104.flac,4481/17499/0001/4481-17499-0001-0105.flac,4481/17499/0001/4481-17499-0001-0106.flac,10.12,10.22,10.22,10.31,10.31,10.43,4481,4481-17499-0001-0033,ST,6,11
767,S,K,AH,4481/17499/0002/4481-17499-0002-0052.flac,4481/17499/0002/4481-17499-0002-0053.flac,4481/17499/0002/4481-17499-0002-0054.flac,4.53,4.61,4.61,4.69,4.69,4.74,4481,4481-17499-0002-0015,ST,5,10
768,S,T,IY,4481/17499/0004/4481-17499-0004-0036.flac,4481/17499/0004/4481-17499-0004-0037.flac,4481/17499/0004/4481-17499-0004-0038.flac,3.8,3.92,3.92,3.98,3.98,4.07,4481,4481-17499-0004-0012,ST,7,11
769,S,T,AH,4481/17499/0006/4481-17499-0006-0014.flac,4481/17499/0006/4481-17499-0006-0015.flac,4481/17499/0006/4481-17499-0006-0016.flac,1.36,1.43,1.43,1.51,1.51,1.54,4481,4481-17499-0006-0004,ST,4,9
770,S,T,ER,4481/17499/0007/4481-17499-0007-0026.flac,4481/17499/0007/4481-17499-0007-0027.flac,4481/17499/0007/4481-17499-0007-0028.flac,2.85,2.92,2.92,3.0,3.0,3.04,4481,4481-17499-0007-0008,ST,4,9
771,S,T,IH,4481/17499/0008/4481-17499-0008-0035.flac,4481/17499/0008/4481-17499-0008-0036.flac,4481/17499/0008/4481-17499-0008-0037.flac,2.92,2.98,2.98,3.06,3.06,3.1,4481,4481-17499-0008-0007,ST,3,8
772,S,T,IH,4481/17499/0009/4481-17499-0009-0082.flac,4481/17499/0009/4481-17499-0009-0083.flac,4481/17499/0009/4481-17499-0009-0084.flac,6.82,6.93,6.93,7.0,7.0,7.1,4481,4481-17499-0009-0022,ST,6,11
